21.000     353.6728692326     733.1175536143
22.000     337.0265635685     699.1571770769
23.000     321.8239286333     668.1459813405
24.000     307.8846449276     639.7154779254
25.000     295.0572276219     613.5561210814
26.000     283.2134845585     589.4059746532
27.000     272.2442051931     567.0418971245
28.000     262.0557728637     546.2726153395
29.000     252.5674776040     526.9332310526
30.000     243.7093661151     508.8808260111
31.000     235.4205076540     491.9909175405
32.000     227.6475849005     476.1545786056
33.000     220.3437409006     461.2760814144
34.000     213.4676293880     447.2709567904
35.000     206.9826278314     434.0643861686
36.000     200.8561815777     421.5898615487
37.000     195.0592543047     409.7880627147
38.000     189.5658652069     398.6059117058
39.000     184.3526973566     387.9957727273
40.000     179.3987647875     377.9147720521
41.000     174.6851282824     368.3242174306
42.000     170.1946517500     359.1891004261
43.000     165.9117925854     350.4776681773
44.000     161.8224206114     342.1610535448
45.000     157.9136611555     334.2129545611
46.000     154.1737585910     326.6093556819
47.000     150.5919572968     319.3282846144
48.000     147.1583974939     312.3495995349
49.000     143.8640238368     305.6548023551
50.000     140.7005049728     299.2268743907
51.000     137.6601625643     293.0501313590
52.000     134.7359085011     287.1100951020
53.000     131.9211892210     281.3933798291
54.000     129.2099362171     275.8875909956
55.000     126.5965219446     270.5812352091
56.000     124.0757204524     265.4636397877
57.000     121.6426721588     260.5248807825
58.000     119.2928522723     255.7557184443
59.000     117.0220424231     251.1475392522
60.000     114.8263051327     246.6923037366
61.000     112.7019607951     242.3824994344
62.000     110.6455668850     238.2110983953
63.000     108.6538991472     234.1715187338
64.000     106.7239345497     230.2575897863
65.000     104.8528358105     226.4635204820
66.000     103.0379373309     222.7838705905
67.000     101.2767323889     219.2135245423
68.000     99.5668614629     215.7476675596
69.000     97.9061015704     212.3817638624
70.000     96.2923565211     209.1115367422
71.000     94.7236479929     205.9329503194
72.000     93.1981073525     202.8421928206
73.000     91.7139681478     199.8356612310
74.000     90.2695592090     196.9099471897
75.000     88.8632983015     194.0618240150
76.000     87.4936862803     191.2882347523
77.000     86.1593016994     188.5862811546
78.000     84.8587958359     185.9532135098
79.000     83.5908880921     183.3864212410
80.000     82.3543617421     180.8834242116
81.000     81.1480599936     178.4418646742
82.000     79.9708823379     176.0594998097
83.000     78.8217811631     173.7341948038
84.000     77.6997586100     171.4639164204
85.000     76.6038636490     169.2467270262
86.000     75.5331893612     167.0807790346
87.000     74.4868704072     164.9643097308
88.000     73.4640806680     162.8956364507
89.000     72.4640310446     160.8731520852
90.000     71.4859674053     158.8953208829
91.000     70.5291686669     156.9606745309
92.000     69.5929450018     155.0678084908
93.000     68.6766361605     153.2153785704
94.000     67.7796099011     151.4020977151
95.000     66.9012605177     149.6267330017
96.000     66.0410074609     147.8881028201
97.000     65.1982940439     146.1850742288
98.000     64.3725862265     144.5165604733
99.000     63.5633714746     142.8815186540
100.000     62.7701576864     141.2789475347
101.000     61.9924721831     139.7078854807
102.000     61.2298607588     138.1674085186
103.000     60.4818867859     136.6566285088
104.000     59.7481303713     135.1746914238
105.000     59.0281875618     133.7207757246
106.000     58.3216695935     132.2940908292
107.000     57.6282021838     130.8938756665
108.000     56.9474248626     129.5193973111
109.000     56.2789903400     128.1699496931
110.000     55.6225639086     126.8448523779
111.000     54.9778228784     125.5434494124
112.000     54.3444560411     124.2651082330
113.000     53.7221631637     123.0092186309
114.000     53.1106545082     121.7751917728
115.000     52.5096503764     120.5624592720
116.000     51.9188806784     119.3704723076
117.000     51.3380845227     118.1987007897
118.000     50.7670098280     117.0466325653
119.000     50.2054129534     115.9137726663
120.000     49.6530583480     114.7996425935
121.000     49.1097182174     113.7037796366
122.000     48.5751722067     112.6257362281
123.000     48.0492070990     111.5650793281
124.000     47.5316165280     110.5213898388
125.000     47.0222007051     109.4942620478
126.000     46.5207661589     108.4833030973
127.000     46.0271254875     107.4881324784
128.000     45.5410971215     106.5083815491
129.000     45.0625050992     105.5436930752
130.000     44.5911788512     104.5937207918
131.000     44.1269529950     103.6581289850
132.000     43.6696671397     102.7365920928
133.000     43.2191656984     101.8287943239
134.000     42.7752977093     100.9344292933
135.000     42.3379166656     100.0531996747
136.000     41.9068803516     99.1848168674
137.000     41.4820506868     98.3290006788
138.000     41.0632935765     97.4854790195
139.000     40.6504787687     96.6539876126
140.000     40.2434797175     95.8342697149
141.000     39.8421734521     95.0260758501
142.000     39.4464404511     94.2291635532
143.000     39.0561645222     93.4432971258
144.000     38.6712326873     92.6682474013
145.000     38.2915350717     91.9037915199
146.000     37.9169647984     91.1497127135
147.000     37.5474178862     90.4058000977
148.000     37.1827931524     89.6718484745
149.000     36.8229921189     88.9476581408
150.000     36.4679189226     88.2330347059
151.000     36.1174802292     87.5277889162
152.000     35.7715851497     86.8317364856
153.000     35.4301451614     86.1446979341
154.000     35.0930740310     85.4664984318
155.000     34.7602877408     84.7969676490
156.000     34.4317044184     84.1359396124
157.000     34.1072442682     83.4832525663
158.000     33.7868295061     82.8387488396
159.000     33.4703842961     82.2022747175
160.000     33.1578346903     81.5736803177
161.000     32.8491085698     80.9528194723
162.000     32.5441355886     80.3395496125
163.000     32.2428471198     79.7337316591
164.000     31.9451762026     79.1352299157
165.000     31.6510574927     78.5439119670
166.000     31.3604272134     77.9596485794
167.000     31.0732231090     77.3823136064
168.000     30.7893843993     76.8117838968
169.000     30.5088517367     76.2479392062
170.000     30.2315671636     75.6906621114
171.000     29.9574740724     75.1398379286
172.000     29.6865171660     74.5953546334
173.000     29.4186424202     74.0571027843
174.000     29.1537970473     73.5249754485
175.000     28.8919294608     72.9988681306
176.000     28.6329892416     72.4786787031
177.000     28.3769271046     71.9643073399
178.000     28.1236948677     71.4556564518
179.000     27.8732454203     70.9526306240
180.000     27.6255326945     70.4551365557
181.000     27.3805116356     69.9630830021
182.000     27.1381381748     69.4763807179
183.000     26.8983692023     68.9949424028
184.000     26.6611625411     68.5186826484
185.000     26.4264769222     68.0475178877
186.000     26.1942719601     67.5813663456
187.000     25.9645081292     67.1201479906
188.000     25.7371467413     66.6637844892
189.000     25.5121499232     66.2121991604
190.000     25.2894805952     65.7653169328
191.000     25.0691024510     65.3230643025
192.000     24.8509799370     64.8853692919
193.000     24.6350782334     64.4521614109
194.000     24.4213632347     64.0233716181
195.000     24.2098015323     63.5989322840
196.000     24.0003603959     63.1787771550
197.000     23.7930077569     62.7628413186
198.000     23.5877121918     62.3510611695
199.000     23.3844429055     61.9433743768
200.000     23.1831697163     61.5397198525
201.000     22.9838630401     61.1400377200
202.000     22.7864938763     60.7442692851
203.000     22.5910337929     60.3523570062
204.000     22.3974549128     59.9642444663
205.000     22.2057299004     59.5798763457
206.000     22.0158319486     59.1991983956
